Topic,Count,Name,Representation,Representative_Docs
351,157,351_jamais aucun_années jamais_années jamais aucun_années,"['jamais aucun', 'années jamais', 'années jamais aucun', 'années', 'souci', 'écoute', 'tout', 'vendent très', 'vendent très mauvaise', 'aucun souci', 'aucun souci site', 'plusieurs années jamais', 'peu', 'quelques années', 'annulée après']",
352,4,352_présentation_après vente grande_commander service après_commander service,"['présentation', 'après vente grande', 'commander service après', 'commander service', 'confiance produits', 'confiance produits qualité', 'compétitifs qualité', 'claire procédures simples', 'compétitifs qualité présentation', 'prix compétitifs qualité', 'petits prix offres', 'offres services variés', 'grandes marques petits', 'excellente réactivité', 'grande qualité excellente']",
353,262,353_ventes_showroomprive_vente_achats,"['ventes', 'showroomprive', 'vente', 'achats', 'ventes privées', 'privées', 'privée', 'vente privée', 'showroom', 'chez showroom', 'commandes', 'vente privee', 'chez', 'privee', 'bonnes affaires']",
354,37,354_description_conforme_conforme description_produit conforme,"['description', 'conforme', 'conforme description', 'produit conforme', 'site délai livraison', 'produit conforme description', 'site délai', 'conforme description livraison', 'article conforme', 'description livraison', 'produit', 'prévue article conforme', 'article conforme description', 'correspond', 'conformes description site']",
355,18,355_livreur_sonné_passage_portail,"['livreur', 'sonné', 'passage', 'portail', 'avis passage', 'informé lendemain', 'pdp', 'poste', 'travaillais', 'colis bureau poste', 'colis bureau', 'balancé', 'sonner', 'déposé colis', 'lettres']",
356,230,356_prix_frais_délais_frais livraison,"['prix', 'frais', 'délais', 'frais livraison', 'élevés', 'souvent', 'délais livraison', 'livraisons', 'produits', 'parfois', 'marques', 'livraison', 'chers', 'port', 'frais port']",
357,231,357_frais_retour_charge_frais retour,"['frais', 'retour', 'charge', 'frais retour', 'remboursement', 'commercial', 'geste commercial', 'geste', 'déduit', 'aucun', 'ni', 'frais port', 'port', 'paiement', 'aucun geste']",
358,553,358_mail_dit_jours_après,"['mail', 'dit', 'jours', 'après', 'remboursement', 'colis', 'service', 'commande', 'service client', 'retour', 'donc', 'réponse', 'fait', 'toujours', 'reçu']",
359,1,359_adresse car disant_bien entendu fermé_autre commande change_commande point refuse,"['adresse car disant', 'bien entendu fermé', 'autre commande change', 'commande point refuse', 'changer adresse car', 'circonstances renvoi commande', 'commande change', 'commande change point', 'circonstances renvoi', 'change point retrait', 'car disant main', 'retrait bien', 'ça bande', 'renvoi commande point', 'refuse changer']",
360,205,360_veepee_veepee veepee_déçue veepee_déçue veepee veepee,"['veepee', 'veepee veepee', 'déçue veepee', 'déçue veepee veepee', 'veepee site', 'privée', 'vente', 'showroom', 'fuir', 'commercial', 'recommande', 'tellement déçue', 'marketplace veepee', 'cadeau showroom', 'geste']",
361,205,361_encore_manque article_encore attendre_faire,"['encore', 'manque article', 'encore attendre', 'faire', 'non où', 'jeté poubelle', 'poubelle', 'vais', 'faut', 'où', 'cela', 'faut encore', 'mois', 'article', 'devoir faire']",
362,336,362_clients_sites_site_gens,"['clients', 'sites', 'site', 'gens', 'savent', 'vente', 'avis', 'autres', 'marques', 'faut', 'font', 'sérieux', 'faire', 'argent', 'veepee']",
363,147,363_nouvelle_banque_commande_articles commande,"['nouvelle', 'banque', 'commande', 'articles commande', 'manque articles commande', 'manquait', 'aucune nouvelle', 'toujours', 'remboursement', 'demande remboursement', 'demande', 'remboursement transmise banque', 'remboursement transmise', 'demande remboursement transmise', 'transmise banque']",
364,146,364_fuir_euros très_bla_déçue showroom,"['fuir', 'euros très', 'bla', 'déçue showroom', 'gros', 'renvoie', 'scandale', 'trop trop', 'bla bla', 'très déçu', 'éviter', 'site fuir', 'meilleur', 'proposent', 'honte']",
365,140,365_commandé_passé_acheté_bobochic,"['commandé', 'passé', 'acheté', 'bobochic', 'octobre', 'commandé table', 'marque reçu', '30 09', 'canapé marque bobochic', 'summercamp', '2018', 'canapé', 'commandé table basse', 'marque bobochic', 'commandé deux']",
366,244,366_carton_lavage_emballage_plastique,"['carton', 'lavage', 'emballage', 'plastique', 'ouvert', 'intérieur', 'papier', 'mal', 'trou', 'flacons', 'manche', 'abîmé', 'photo', 'déteint', 'bois']",
367,241,367_réponse_mail_service client_service,"['réponse', 'mail', 'service client', 'service', 'envoyé', 'client', 'remboursement', 'joindre', 'mails', 'aucune', 'aucune réponse', 'attends', 'rien reçu', 'sav', 'appeler']",
368,92,368_plus jamais_site_commanderai_dernière fois,"['plus jamais', 'site', 'commanderai', 'dernière fois', 'chez', 'commander', 'déconseille', 'commanderai plus', 'dernière', 'plus', 'fois commande', 'commander site', 'commander chez', 'plus chez', 'acheter chez']",
369,267,369_reçu_dit_commande_être livrée,"['reçu', 'dit', 'commande', 'être livrée', 'livrée', 'passé', 'commandé', 'avoir', 'être', 'passé commande', '17', 'octobre', 'appelle service', 'appelle', '06']",
370,277,370_showroom_vente_covid_fuir,"['showroom', 'vente', 'covid', 'fuir', 'bus', 'veepee', 'commercial', 'privée', 'disant', 'privee', 'voyage', '01', 'sans', '01 01 0001', '01 0001']",
371,84,371_ouvre_ouvert_grohe venu agit_reçus proposé échanger,"['ouvre', 'ouvert', 'grohe venu agit', 'reçus proposé échanger', 'retrait commande obag', 'reçu bonnr', 'reçu bonnr voir', 'reçu effectué', 'retour reçu colis', 'réclamation rembourse', 'réclamation rembourse malgré', 'reçu proposé', 'reçu proposé spontanément', 'reçus encore', 'reçus encore argent']",
372,376,372_reçu_dit_ça_car,"['reçu', 'dit', 'ça', 'car', 'commandé', 'hui', 'toujours', 'fois', 'remboursement', 'faire', 'colis', 'mois', 'aujourd hui', 'aujourd', 'avoir']",
373,173,373_taille_trop_40_42,"['taille', 'trop', '40', '42', 'petite', 'petit', '38', 'trop grand', 'beaucoup trop', 'grand', '36', 'taille 40', 'veste', 'trop petit', 'trop petite']",
374,3,374_ok livraison qualité_marchandise livraison surtout_nickel marchandise_livraison surtout prix,"['ok livraison qualité', 'marchandise livraison surtout', 'nickel marchandise', 'livraison surtout prix', 'livraison qualité délais', 'nickel marchandise livraison', 'tout parfait produits', 'tout nickel marchandise', 'redire tout ok', 'qualité délais tout', 'produits suivi rien', 'prix rien redire', 'surtout prix rien', 'suivi rien redire', 'parfait produits suivi']",
375,99,375_geste_commercial_impossible faire_aucun,"['geste', 'commercial', 'impossible faire', 'aucun', 'aucun geste', 'faire rembourser', 'geste commercial', 'aucune', 'impossible faire rembourser', 'rembourser', 'aucun geste commercial', 'anti', 'impossible', 'depuis impossible faire', 'aucune remise question']",
376,437,376_prix_faire_vente_si,"['prix', 'faire', 'vente', 'si', 'site', 'autres', 'clients', 'ça', 'cas', 'moins', 'problème', 'vente privée', 'ligne', 'non', 'plus']",
377,115,377_attends_mois attends_attends remboursement_remboursement,"['attends', 'mois attends', 'attends remboursement', 'remboursement', 'attente', 'attends toujours', 'remboursée', 'remboursement ferme compte', 'attends remboursement ferme', 'toujours remboursement commandé', 'toujours remboursement', 'remboursement ferme', 'être remboursée', 'colis mois', 'remboursement cela fait']",
378,75,378_site articles commande_quel site_site articles_comme photos,"['site articles commande', 'quel site', 'site articles', 'comme photos', 'site ventes privées', 'site site', 'rejoins', 'site ventes', 'articles commande', 'ventes privées', 'commandes site', 'privées', 'vente', 'voici', 'site']",
379,108,379_agit_argent_font_leurs,"['agit', 'argent', 'font', 'leurs', 'perdre argent', 'donner', 'première fois', 'objectif', 'donner avis', 'impression avoir', 'impression', 'avis', 'peut', 'perdre', 'leurs services']",
380,524,380_non_sans_service_mail,"['non', 'sans', 'service', 'mail', 'donc', 'après', 'colis', 'puis', 'remboursement', 'réponse', 'plus', 'veepee', 'mois', 'vente', 'showroom']",
381,239,381_taille_trop_peu_couleur,"['taille', 'trop', 'peu', 'couleur', 'photo', 'qualité', 'petit', 'tissu', 'trop grande', 'correspondait', 'commandé', 'emballage', 'très', 'tailles', 'marque']",
382,342,382_marque_euros_acheté_reçu,"['marque', 'euros', 'acheté', 'reçu', 'achat', '10', 'commandé', 'après', 'enquête', 'showroom', 'bon achat', '2020', 'montant', 'commande', 'depuis']",
383,430,383_colis_remboursement_plus_sans,"['colis', 'remboursement', 'plus', 'sans', 'être', 'quand', 'frais', 'mois', 'après', 'donc', 'jours', 'site', 'vente', 'dit', 'si']",
384,82,384_conformes_description_conforme_rapide,"['conformes', 'description', 'conforme', 'rapide', 'conforme description', 'articles conformes', 'livraison délais', 'livraison rapide', 'emballés', 'bien emballés', 'produit conforme', 'conformes commande', 'super rapide', 'très bien emballés', 'livraison super rapide']",
385,271,385_commandé_euros_attends_deux,"['commandé', 'euros', 'attends', 'deux', 'depuis', 'passé', 'jamais', 'nouvelles', 'commandes', 'années', 'reçu', 'reçu deux', 'fait', 'commande', '12']",
386,115,386_vente privée_privée_privée vente privée_privée vente,"['vente privée', 'privée', 'privée vente privée', 'privée vente', 'vente privée vente', 'vente', 'mauvaise expérience vente', 'réponse vente', 'expérience vente', 'très mauvaise expérience', 'veste très jolie', 'veste très', 'très jolie', 'réponse vente privée', 'expérience vente privée']",
387,8,387_bon achat_achat_bon_5euros dédommagement,"['bon achat', 'achat', 'bon', '5euros dédommagement', '5euros dédommagement bon', 'achat remboursement bon', 'achat 5euros dédommagement', '45 euros bon', 'achat point réponse', 'achat seule', 'achat remboursement', 'achat euros prochain', 'achat cadeau dédommagement', 'départ bon achat', 'euros prochain achat']",
388,178,388_veepee_depuis_cliente_années,"['veepee', 'depuis', 'cliente', 'années', 'vente privée', 'privée', 'depuis années', 'cliente depuis', 'veepee depuis', 'chez veepee', 'vente privée veepee', 'vente', 'privée veepee', 'cliente vente privée', 'commander']",
389,178,389_cassé_arrivé cassé_incomplet_paquet,"['cassé', 'arrivé cassé', 'incomplet', 'paquet', 'arrivé', 'aprés', 'bol', 'coli', 'scandale', 'mal', 'annule', 'griffes explications', 'grande entreprise bien', 'habitude bol', 'gros évitez']",
390,78,390_conforme description_description_conforme_livraison rapide,"['conforme description', 'description', 'conforme', 'livraison rapide', 'bonne qualité', 'rapide', 'qualité', 'rapport qualité prix', 'bonne', 'rapport qualité', 'qualité prix', 'article conforme', 'conforme photo', 'photo', 'produit conforme']",
391,113,391_déçue_recommanderai_très déçue_recommande,"['déçue', 'recommanderai', 'très déçue', 'recommande', 'plus déçue', 'recommanderai plus', 'cliente', 'plus plus', 'plus', 'très', 'plus site', 'recommande tout', 'site', 'déçu', 'bonne pub']",
392,140,392_colis_colis arrivé_point_lettres,"['colis', 'colis arrivé', 'point', 'lettres', 'relais', 'livré', 'arrivé', 'point relais', 'boîte lettres', 'colis reçu', 'perdu', 'colis point', 'transporteur', 'colis perdu', 'colis livré']",
393,501,393_colis_remboursement_point_commande,"['colis', 'remboursement', 'point', 'commande', 'dit', 'après', 'relais', 'toujours', 'mois', 'jours', 'depuis', 'retour', 'service', 'demande', 'aucun']",
394,128,394_rapide_livraison rapide_top_rapide livraison,"['rapide', 'livraison rapide', 'top', 'rapide livraison', 'très rapide', 'top livraison', 'livraison', 'rapide bon', 'livraison très rapide', 'livraison rapide bon', 'rapide bon produit', 'produit livraison rapide', 'livraison très', 'conforme livraison', 'top livraison rapide']",
395,207,395_satisfaite_qualité_rapide_bonne qualité,"['satisfaite', 'qualité', 'rapide', 'bonne qualité', 'très satisfaite', 'très', 'bonne', 'avant date', 'merci', 'livraison', 'parfait', 'date', 'livraison rapide', 'impeccable', 'conforme']",
396,95,396_cliente_terminé_absolument plus_impression être,"['cliente', 'terminé', 'absolument plus', 'impression être', 'très fidèle', 'existe plus', 'cliente depuis', 'fidèle cliente depuis', 'clairement', 'impression', 'bref', 'ans', 'tout cela', 'cette fois', 'décue']",
397,174,397_carton_scotch_abîmé_plastique,"['carton', 'scotch', 'abîmé', 'plastique', 'protection', 'cassé', 'arrivé', 'ouvert', 'couleur', 'colle', 'magnifique', 'troué', 'dessus', 'cartons', 'très belle']",
398,208,398_attends_reçu reçu_attends remboursement_remboursement,"['attends', 'reçu reçu', 'attends remboursement', 'remboursement', 'reçu', 'attends toujours', 'commandé', 'rien reçu', 'livré', 'attend', 'attend remboursement', 'dommage deux', 'relances attends', 'toujours', 'attends remboursement commandé']",
